step, s/batch, lr, train_loss, dev.quy-dev_loss
13440, 2.47, 0.00015333, 1.46, 2.607
13568, 2.42, 0.00014667, 1.47, 2.605
13696, 2.43, 0.00014, 1.46, 2.603
13824, 2.45, 0.00013333, 1.47, 2.6
13952, 2.42, 0.00012667, 1.45, 2.609
14080, 2.45, 0.00012, 1.47, 2.602
14208, 2.41, 0.00011333, 1.46, 2.605
14336, 2.45, 0.00010667, 1.44, 2.607
14464, 2.41, 0.0001, 1.46, 2.603
14592, 2.43, 9.333e-05, 1.44, 2.606
14720, 2.47, 8.667e-05, 1.45, 2.606
14848, 2.44, 8e-05, 1.46, 2.604
14976, 2.41, 7.333e-05, 1.45, 2.6
15104, 2.4, 6.667e-05, 1.45, 2.602
15232, 2.46, 6e-05, 1.46, 2.597
15360, 2.39, 5.333e-05, 1.45, 2.601
15488, 2.42, 4.667e-05, 1.44, 2.599
15616, 2.42, 4e-05, 1.44, 2.604
15744, 2.48, 3.333e-05, 1.44, 2.603
15872, 2.41, 2.667e-05, 1.44, 2.599
16000, 2.45, 2e-05, 1.45, 2.602
16128, 2.45, 1.333e-05, 1.44, 2.6
16256, 2.44, 6.67e-06, 1.44, 2.599
16384, 2.49, 0.0, 1.45, 2.597
