step, s/batch, lr, train_loss, dev.quy-dev_loss
7040, 2.5, 0.00030417, 1.53, 2.632
7168, 2.5, 0.0003, 1.54, 2.618
7296, 2.53, 0.00029583, 1.56, 2.617
7424, 2.49, 0.00029167, 1.52, 2.603
7552, 2.5, 0.0002875, 1.52, 2.609
7680, 2.53, 0.00028333, 1.51, 2.623
7808, 2.51, 0.00027917, 1.51, 2.616
7936, 2.46, 0.000275, 1.5, 2.622
8064, 2.53, 0.00027083, 1.51, 2.606
8192, 2.49, 0.00026667, 1.5, 2.604
8320, 2.5, 0.0002625, 1.51, 2.625
8448, 2.52, 0.00025833, 1.51, 2.609
8576, 2.5, 0.00025417, 1.51, 2.611
8704, 2.53, 0.00025, 1.49, 2.603
8832, 2.54, 0.00024583, 1.49, 2.622
8960, 2.49, 0.00024167, 1.49, 2.606
9088, 2.49, 0.0002375, 1.48, 2.61
9216, 2.5, 0.00023333, 1.49, 2.612
9344, 2.53, 0.00022917, 1.49, 2.603
9472, 2.52, 0.000225, 1.47, 2.601
9600, 2.5, 0.00022083, 1.49, 2.607
9728, 2.49, 0.00021667, 1.47, 2.613
9856, 2.49, 0.0002125, 1.48, 2.607
9984, 2.53, 0.00020833, 1.48, 2.612
10112, 2.55, 0.00020417, 1.47, 2.605
10240, 2.52, 0.0002, 1.46, 2.614
10368, 2.5, 0.00019583, 1.45, 2.607
10496, 2.48, 0.00019167, 1.47, 2.61
10624, 2.55, 0.0001875, 1.46, 2.605
10752, 2.56, 0.00018333, 1.47, 2.612
10880, 2.54, 0.00017917, 1.46, 2.61
11008, 2.55, 0.000175, 1.45, 2.603
11136, 2.59, 0.00017083, 1.45, 2.601
11264, 2.54, 0.00016667, 1.44, 2.602
11392, 2.52, 0.0001625, 1.44, 2.596
11520, 2.55, 0.00015833, 1.45, 2.613
11648, 2.62, 0.00015417, 1.44, 2.592
11776, 2.56, 0.00015, 1.46, 2.602
11904, 2.53, 0.00014583, 1.44, 2.599
12032, 2.51, 0.00014167, 1.44, 2.593
12160, 2.56, 0.0001375, 1.45, 2.59
12288, 2.57, 0.00013333, 1.44, 2.602
12416, 2.56, 0.00012917, 1.45, 2.604
12544, 2.53, 0.000125, 1.44, 2.601
12672, 2.54, 0.00012083, 1.43, 2.593
12800, 2.55, 0.00011667, 1.42, 2.59
12928, 2.57, 0.0001125, 1.43, 2.595
13056, 2.54, 0.00010833, 1.43, 2.594
13184, 2.54, 0.00010417, 1.44, 2.595
13312, 2.53, 0.0001, 1.43, 2.598
13440, 2.58, 9.583e-05, 1.42, 2.6
13568, 2.57, 9.167e-05, 1.43, 2.608
13696, 2.55, 8.75e-05, 1.43, 2.595
13824, 2.57, 8.333e-05, 1.44, 2.598
13952, 2.52, 7.917e-05, 1.42, 2.596
14080, 2.56, 7.5e-05, 1.43, 2.594
14208, 2.52, 7.083e-05, 1.43, 2.594
14336, 2.57, 6.667e-05, 1.41, 2.601
14464, 2.53, 6.25e-05, 1.43, 2.601
14592, 2.51, 5.833e-05, 1.41, 2.601
14720, 2.57, 5.417e-05, 1.41, 2.595
14848, 2.54, 5e-05, 1.43, 2.593
14976, 2.53, 4.583e-05, 1.42, 2.593
15104, 2.5, 4.167e-05, 1.41, 2.593
15232, 2.54, 3.75e-05, 1.42, 2.596
15360, 2.49, 3.333e-05, 1.42, 2.597
15488, 2.53, 2.917e-05, 1.41, 2.597
15616, 2.51, 2.5e-05, 1.4, 2.594
15744, 2.59, 2.083e-05, 1.41, 2.594
15872, 2.51, 1.667e-05, 1.4, 2.598
16000, 2.54, 1.25e-05, 1.42, 2.598
16128, 2.54, 8.33e-06, 1.41, 2.594
16256, 2.51, 4.17e-06, 1.41, 2.595
16384, 2.53, 0.0, 1.42, 2.595
