step, s/batch, lr, train_loss, dev.quy-dev_loss
8192, 2.55, 0.00045333, 1.49, 2.604
8320, 2.45, 0.00044625, 1.5, 2.615
8448, 2.45, 0.00043917, 1.49, 2.601
8576, 2.48, 0.00043208, 1.5, 2.598
8704, 2.52, 0.000425, 1.47, 2.596
8832, 2.52, 0.00041792, 1.47, 2.618
8960, 2.48, 0.00041083, 1.47, 2.601
9088, 2.49, 0.00040375, 1.46, 2.609
9216, 2.5, 0.00039667, 1.47, 2.59
9344, 2.5, 0.00038958, 1.47, 2.598
9472, 2.52, 0.0003825, 1.45, 2.586
9600, 2.48, 0.00037542, 1.46, 2.588
9728, 2.46, 0.00036833, 1.44, 2.59
9856, 2.44, 0.00036125, 1.45, 2.597
9984, 2.47, 0.00035417, 1.45, 2.607
10112, 2.46, 0.00034708, 1.44, 2.596
10240, 2.42, 0.00034, 1.43, 2.599
10368, 2.5, 0.00033292, 1.42, 2.594
10496, 2.49, 0.00032583, 1.44, 2.603
10624, 2.48, 0.00031875, 1.43, 2.6
10752, 2.52, 0.00031167, 1.43, 2.604
10880, 2.49, 0.00030458, 1.42, 2.589
11008, 2.49, 0.0002975, 1.42, 2.601
11136, 2.49, 0.00029042, 1.42, 2.584
11264, 2.49, 0.00028333, 1.4, 2.592
11392, 2.46, 0.00027625, 1.41, 2.592
11520, 2.48, 0.00026917, 1.41, 2.602
11648, 2.54, 0.00026208, 1.4, 2.579
11776, 2.53, 0.000255, 1.42, 2.581
11904, 2.46, 0.00024792, 1.41, 2.591
12032, 2.45, 0.00024083, 1.4, 2.578
12160, 2.52, 0.00023375, 1.4, 2.585
12288, 2.49, 0.00022667, 1.41, 2.592
12416, 2.49, 0.00021958, 1.41, 2.59
12544, 2.47, 0.0002125, 1.4, 2.586
12672, 2.5, 0.00020542, 1.38, 2.582
12800, 2.55, 0.00019833, 1.38, 2.578
12928, 2.57, 0.00019125, 1.39, 2.579
13056, 2.51, 0.00018417, 1.39, 2.581
13184, 2.46, 0.00017708, 1.4, 2.579
13312, 2.46, 0.00017, 1.38, 2.588
13440, 2.51, 0.00016292, 1.37, 2.587
13568, 2.49, 0.00015583, 1.39, 2.595
13696, 2.5, 0.00014875, 1.38, 2.589
13824, 2.51, 0.00014167, 1.39, 2.58
13952, 2.48, 0.00013458, 1.37, 2.588
14080, 2.52, 0.0001275, 1.38, 2.583
14208, 2.43, 0.00012042, 1.38, 2.588
14336, 2.58, 0.00011333, 1.36, 2.593
14464, 2.49, 0.00010625, 1.38, 2.588
14592, 2.48, 9.917e-05, 1.36, 2.596
14720, 2.51, 9.208e-05, 1.36, 2.59
14848, 2.49, 8.5e-05, 1.38, 2.583
14976, 2.49, 7.792e-05, 1.37, 2.58
15104, 2.5, 7.083e-05, 1.36, 2.588
15232, 2.52, 6.375e-05, 1.37, 2.588
15360, 2.52, 5.667e-05, 1.37, 2.587
15488, 2.49, 4.958e-05, 1.36, 2.583
15616, 2.45, 4.25e-05, 1.35, 2.586
15744, 2.52, 3.542e-05, 1.35, 2.582
15872, 2.45, 2.833e-05, 1.35, 2.586
16000, 2.53, 2.125e-05, 1.37, 2.585
16128, 2.51, 1.417e-05, 1.36, 2.582
16256, 2.47, 7.08e-06, 1.36, 2.582
16384, 2.46, 0.0, 1.36, 2.577
