step, s/batch, lr, train_loss, dev.quy-dev_loss
12672, 2.53, 0.00024167, 1.63, 2.692
12800, 2.54, 0.00023333, 1.63, 2.688
12928, 2.59, 0.000225, 1.64, 2.668
13056, 2.55, 0.00021667, 1.64, 2.681
13184, 2.54, 0.00020833, 1.65, 2.688
13312, 2.53, 0.0002, 1.63, 2.69
13440, 2.58, 0.00019167, 1.62, 2.695
13568, 2.55, 0.00018333, 1.64, 2.693
13696, 2.54, 0.000175, 1.63, 2.704
13824, 2.56, 0.00016667, 1.64, 2.692
13952, 2.56, 0.00015833, 1.62, 2.696
14080, 2.65, 0.00015, 1.64, 2.69
14208, 2.6, 0.00014167, 1.64, 2.691
14336, 2.65, 0.00013333, 1.62, 2.685
14464, 2.61, 0.000125, 1.64, 2.698
14592, 2.59, 0.00011667, 1.62, 2.698
14720, 2.67, 0.00010833, 1.62, 2.695
14848, 2.64, 0.0001, 1.64, 2.687
14976, 2.58, 9.167e-05, 1.63, 2.689
15104, 2.6, 8.333e-05, 1.63, 2.7
15232, 2.61, 7.5e-05, 1.63, 2.695
15360, 2.57, 6.667e-05, 1.63, 2.693
15488, 2.6, 5.833e-05, 1.62, 2.687
15616, 2.51, 5e-05, 1.61, 2.693
15744, 2.58, 4.167e-05, 1.61, 2.688
15872, 2.5, 3.333e-05, 1.61, 2.689
16000, 2.56, 2.5e-05, 1.63, 2.69
16128, 2.54, 1.667e-05, 1.62, 2.688
16256, 2.51, 8.33e-06, 1.62, 2.691
16384, 2.54, 0.0, 1.63, 2.69
